FIPS,Cancer_Incidence,Population_Size,Population_Density,Poverty,White,Black,Hispanic,Native_American,Asian,No_Exercise,Few_Fruit_Veg,Obesity,High_Blood_Pres,Smoker,Diabetes,Uninsured,Prim_Care_Phys_Rate,Dentist_Rate,Unemployed,Major_Depression,Recent_Drug_Use,Ecol_Rpt,Salm_Rpt,Shig_Rpt,Toxic_Chem,Sulfur_Dioxide_Ind,Ozone_Ind,Particulate_Matter_Ind,Lead_Ind
42069,470.9,209525,457,10.2,96.6,1.7,2.1,0.1,0.9,26,72,21.6,32.1,28.8,7.4,18235,85.4,64.4,5542,12103,10901,4,57,17,55533,1,1,1,1
40019,470.9,47125,57,15.8,79.1,7.7,3.6,8.5,0.7,35.9,84.9,22,33.2,24.8,7.8,8152,55.2,48.8,1027,2863,2054,2,61,143,756025,1,1,1,1
18077,470.9,32430,90,10.3,96.6,1.6,1.2,0.3,0.7,23,80.5,26.9,-1111.1,35.7,5.7,3266,80.2,49.3,913,2204,1436,0,7,4,4834572,1,1,1,1
22033,470.9,411417,903,16.4,53.3,43.3,2.2,0.2,2.4,27.7,82.5,22.8,27.2,20.4,6.1,61422,113.3,57.1,14845,21571,24108,1,187,171,9502346,1,2,1,1
51057,470.9,10492,41,12.5,58.4,39.4,1.4,0.6,1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1356,66.7,76.2,243,608,480,0,20,17,-2222,1,1,1,1
17185,470.8,12570,56,11.4,98.1,0.5,0.9,0.1,0.6,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1228,23.9,23.9,382,697,747,0,18,3,-2222,1,1,1,1
37169,470.8,45858,101,11,94.2,4.9,2.1,0.3,0.3,31.8,72.7,20.6,-1111.1,31.3,12.2,5392,24,8.7,1217,2707,2971,0,26,0,16036370,1,1,1,1
18165,470.8,16562,64,9.2,98.8,0.4,0.9,0.2,0.1,30.9,-1111.1,28.1,-1111.1,26.8,4.5,1735,24.2,18.1,593,1134,698,0,17,2,4949501,1,1,1,1
47063,470.7,59898,372,13.9,93.7,4.1,9.2,0.3,1,41.6,71.4,25.9,32.3,26.6,13.3,7559,90.2,50.1,1745,3829,3032,1,22,75,8764572,1,2,1,1
19063,470.6,10534,27,8.7,98.7,0.3,5,0.4,0.4,20.9,-1111.1,31,-1111.1,21.4,12.5,1207,66.5,38,288,603,408,3,18,4,104173,1,1,1,1
17163,470.6,260067,392,14.5,67.8,29.5,2.6,0.3,1.2,30.9,81,29.7,31.6,22.7,9.2,31928,71.5,54.2,7574,13727,15710,15,121,30,2228121,1,1,1,1
22023,470.5,9558,7,11.8,94.5,4.5,3,0.4,0.5,-1111.1,-1111.1,-1111.1,-1111.1,16.8,7.5,1408,10.5,10.5,266,515,530,0,6,1,30584,1,1,1,1
19177,470.5,7786,16,11.2,99.1,0,0.8,0.1,0.4,-1111.1,-1111.1,-1111.1,13.3,-1111.1,10.6,859,12.8,12.8,211,452,281,0,4,1,750,1,1,1,1
37167,470.5,58964,149,12.4,86,11.6,3.1,0.3,1.7,24.9,72.9,20.9,21.3,24.7,8.4,7072,49.2,27.1,1624,3430,3905,4,60,5,26043,1,1,1,1
37191,470.3,114448,207,15,64.4,33.3,6.5,0.5,0.8,32.1,80.3,25,36,30,11.7,17529,62,41.1,2810,6467,7518,0,8,1,2420640,1,1,1,1
28107,470.2,35331,52,20.9,51.4,48,1.4,0.1,0.2,34.5,79.2,26.8,-1111.1,25.7,11.1,6920,34,28.3,1387,2002,1657,0,40,10,249037,1,1,1,1
30053,470.2,19193,5,18.3,96.2,0.2,1.8,1.5,0.4,24.2,79.7,22.3,29,27.3,6.8,3366,83.4,41.7,638,1422,975,6,8,1,0,1,1,1,1
47015,470.2,13337,50,12.6,97.5,1.6,2,0.4,0.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6.2,1820,30,22.5,331,854,687,1,17,1,0,1,1,1,1
17061,470.1,14581,27,12.2,98.3,0.9,0.7,0.2,0.2,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1683,41.1,41.1,404,794,863,2,19,0,-2222,1,1,1,1
45069,470.1,28021,58,20.2,43.8,51.6,0.8,3.4,0.4,43.3,80.4,35.4,36.8,35.7,10.9,5381,28.6,21.4,1498,1639,1356,0,25,2,1042021,1,1,1,1
12069,470.1,277035,291,10.2,88.4,8.8,9,0.4,1.5,23,72.2,21.4,34.4,24.4,7.8,31233,58.8,23.1,4088,15559,13995,2,251,51,63915,1,1,1,1
13055,470,26570,85,14.6,88.3,10.7,3.2,0,0.3,29.5,-1111.1,24.2,-1111.1,-1111.1,10.3,3259,30.1,22.6,606,1642,1355,0,22,10,227240,1,1,1,1
39101,470,65932,163,11,92.4,6.1,1.3,0.2,0.6,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,10.6,6104,54.6,41,2008,4599,3262,8,46,18,1604504,1,1,1,1
29115,469.9,13133,21,13.4,98.1,0.8,0.9,0.4,0.2,36,81.3,24.5,-1111.1,26.6,6.7,1787,38.1,22.8,546,867,602,0,12,0,-2222,1,1,1,1
30087,469.8,9212,2,18,62.5,0.3,2.9,35,0.6,26.9,79.5,30.9,24.6,22.3,7.4,1958,54.3,65.1,239,605,486,1,2,5,12539757,1,1,1,1
22021,469.7,10563,20,19,81.6,17.7,1.6,0.4,0.2,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4,1784,28.4,18.9,319,578,581,0,18,0,-2222,1,1,1,1
29189,469.7,1004666,1978,8.6,74.3,21.3,1.7,0.2,2.9,19.6,79.2,20.6,26.1,19.6,5.3,81592,157.7,73.6,28449,66298,47188,39,510,280,1748175,1,2,1,1
18089,469.7,493297,993,12.7,71.3,26.2,13.5,0.3,1.1,29.2,79,28.7,27.5,27.7,8.1,72085,72.2,43,13921,32382,21160,14,167,104,50248279,1,2,1,1
17059,469.5,6152,19,15.8,99.2,0.3,0.8,0.4,0,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,857,16.3,0,171,345,356,0,5,0,-2222,1,1,1,1
21231,469.3,20352,44,22.6,97.6,1.5,2.4,0.2,0.1,36.4,83.1,28.3,31.4,33.3,8.6,3856,39.3,14.7,553,1342,1125,1,23,2,3041,1,1,1,1
17027,469.3,36095,76,7.4,95.1,4,2,0.2,0.4,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,11.5,2511,55.4,30.5,905,2000,2233,13,30,6,-2222,1,1,1,1
48487,469.1,13896,14,15.9,88.6,9.2,23.4,0.9,0.8,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2572,72,28.8,299,711,598,0,19,76,345013,1,1,1,1
24009,468.9,87925,409,5.3,84.6,12.9,2,0.3,1.1,20.4,70.3,22.4,27.1,20.2,5.7,8281,61.4,28.4,1458,4578,4802,3,66,2,-2222,1,2,1,1
55017,468.9,59950,59,9,97.9,0.3,0.8,0.4,0.9,19.2,75.9,20.6,27,23,5.6,4293,75.1,38.4,1718,3917,3221,15,36,6,114226,1,1,1,1
47133,468.9,20523,47,15.7,98.3,0.8,0.8,0.3,0.2,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,7.9,2750,63.3,14.6,565,1332,1039,1,7,0,18903,1,1,1,1
42043,468.8,253995,484,8.9,77.8,17.8,4.8,0.2,2.5,22,77.4,26.9,29.6,24.8,7.4,26371,137.8,59.8,5792,14204,12426,4,62,16,195014,1,2,1,1
18143,468.8,23820,125,11.8,99.1,0.1,1.1,0.1,0.2,35.8,-1111.1,27.2,-1111.1,29.8,8.7,2747,46.2,25.2,705,1596,1013,1,13,1,51139,1,1,1,1
37093,468.8,41016,105,16.4,50.6,36.3,9.6,10.1,1.2,28.5,-1111.1,30.7,25.6,36.1,8.9,7129,17.1,7.3,1041,2200,2699,0,53,49,80411,1,1,1,1
40035,468.8,15078,20,15.2,70.4,3.1,1.6,16.3,0.3,39.5,85,22.5,32.4,27.7,7.7,2423,59.7,26.5,298,934,657,5,15,14,0,1,1,1,1
22127,468.8,15968,17,21.1,67.3,31.6,0.9,0.6,0.2,35.8,82.7,30.4,-1111.1,23.9,13.5,2643,31.3,12.5,416,869,863,1,12,2,152389,1,1,1,1
42075,468.8,125578,347,8.7,96.2,1.9,5.8,0.2,1,22.1,72.5,24.1,21.8,29.1,7.2,13318,73.3,35,2494,7149,6334,2,50,5,46170,1,1,1,1
45021,468.7,53844,137,14.8,78.1,20.5,2.8,0.2,0.5,36.9,81.3,25.7,30.4,27.1,8.4,7881,42.7,14.9,2034,3119,2535,0,33,0,327772,1,1,1,1
36101,468.5,98632,71,13.6,96.5,1.5,1,0.3,1.1,25.2,84.1,25.5,27.1,35.1,7.9,10615,66.9,32.4,2596,5577,5663,14,89,0,874703,1,1,1,1
16047,468.5,14461,20,11.7,98,0.3,20,0.9,0.3,29.7,82.1,26,31.9,22.5,8.6,3209,34.6,27.7,250,890,604,4,23,8,855900,1,1,1,1
29049,468.4,20715,49,8.6,96.8,1.5,1.4,0.3,0.4,31,-1111.1,22.7,-1111.1,20.9,8.5,1866,33.8,29,549,1370,998,1,13,168,-2222,1,2,1,1
37031,468.4,62525,120,11.7,90.8,7,2,0.5,0.7,24.9,76,24.5,29.8,21.6,8.3,8123,65.6,46.4,1479,3854,4143,1,74,10,130798,1,1,1,1
29205,468.3,6744,13,13.5,98.3,1.1,0.7,0.3,0.2,-1111.1,-1111.1,23.3,-1111.1,-1111.1,8.9,958,29.7,29.7,165,452,322,1,5,0,12,1,1,1,1
37049,468.3,90795,128,13.7,72.3,24.6,3.5,0.5,1.3,20.9,73.9,22.5,28,22.4,9,12761,85.9,50.7,2024,5121,6007,0,128,6,1956478,1,1,1,1
31001,468.3,33070,59,10.1,95.5,0.9,5.9,0.5,2.5,22.7,81,24.4,27.4,21,5.5,2956,84.7,66.5,555,2007,1330,12,20,4,744343,1,1,1,1
38077,468.3,17340,12,9.7,95.9,0.5,1.4,2.5,0.4,23.9,78.2,24.8,23,23,3.7,1084,69.2,57.7,315,981,640,1,12,0,392483,1,1,1,1
22077,468.2,22377,40,18.5,62.1,37.2,1.3,0.2,0.3,40.2,84.2,28.1,-1111.1,28,7.2,3441,40.2,13.4,894,1188,1192,0,18,6,1412441,1,2,1,1
42035,468.2,37439,42,12.4,98,0.8,0.7,0.1,0.6,23.9,-1111.1,18.9,-1111.1,21.8,6.2,3699,53.4,45.4,1149,2157,2109,0,24,14,38064,1,1,1,1
51133,468.2,12874,67,12.2,74,25.1,1.1,0.2,0.4,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,14.4,1620,69.9,31.1,267,789,573,0,15,2,21576,1,1,1,1
42013,468.1,126795,241,12.3,97.5,1.3,0.6,0.1,0.5,25.3,80.3,23.2,27.5,28.4,10.6,10689,87.5,41,3388,7269,6398,1,31,1,312859,1,1,1,1
12075,468.1,37998,34,16.3,87.4,10.6,5.3,0.5,0.5,28.9,80.5,28.8,-1111.1,23.7,6.8,6477,31.6,13.2,620,2064,1999,2,29,37,251067,1,1,1,1
37145,468.1,37217,95,12.5,70.4,28.3,2.4,0.6,0.2,32.6,87,29,-1111.1,28.3,6.3,4363,40.3,18.8,1202,2175,2407,1,19,3,19403506,1,1,1,1
01001,468.1,48612,82,10.4,80.7,17.3,1.7,0.5,0.6,27.8,78.6,24.5,29.1,26.6,14.2,5690,45.3,22.6,774,2680,2394,2,50,4,2883197,1,1,1,1
51740,468,100169,3021,16.5,44.7,52.3,2,0.5,1,31,78,30.7,27.1,22.4,12,15188,68.9,43.9,2519,5431,4804,1,31,92,618521,1,1,1,1
13129,467.8,50279,141,12.1,94.4,3.5,12.5,0.4,1,25.3,83.4,24,-1111.1,28.9,4.7,7242,61.7,25.9,1290,2986,2489,0,25,35,87152,1,1,1,1
46073,467.7,2136,4,12.8,99.1,0,0.3,0.6,0.3,32.7,74,26.4,29.8,14.3,6.2,270,93.6,46.8,46,129,72,2,9,0,-2222,1,1,1,1
48213,467.7,80017,92,16.6,91.8,6.4,8.9,0.5,0.4,32.2,75.6,25.4,-1111.1,22.6,9.9,13132,45,18.7,1874,4330,3360,0,18,17,131804,1,1,1,1
42031,467.7,40589,67,12.7,98.3,0.9,0.5,0.1,0.4,20.9,81.8,24.9,-1111.1,21.3,5.9,3717,24.6,27.1,1013,2358,2374,0,23,0,763379,1,1,1,1
31111,467.6,35636,14,10.9,97.2,0.9,5.4,0.7,0.4,22.7,82.8,23.4,26.1,20.9,6.7,4508,73,56.1,730,2146,1319,21,32,1,3133140,1,1,1,1
29219,467.6,28764,67,9.1,96.3,2.3,2.1,0.3,0.2,-1111.1,-1111.1,-1111.1,-1111.1,13.8,7,2343,7,10.4,781,1889,1392,3,21,29,172384,1,1,1,1
47077,467.6,26425,51,12.9,91,8,1.1,0.1,0.2,-1111.1,-1111.1,18.5,24.7,26.7,3.5,2882,34.1,22.7,951,1674,1335,2,30,1,82936,1,1,1,1
31079,467.5,55104,101,12.1,96.4,1.2,18.2,0.4,1.3,27.5,82.9,24.8,23.6,22.3,6.3,7183,74.4,54.4,1165,3220,1986,21,43,46,102723,1,1,1,1
17109,467.5,31966,54,15.9,92,4.3,1.8,0.1,2.8,18.6,-1111.1,26.6,-1111.1,19.9,5.1,3466,75.1,46.9,717,1841,2830,0,10,2,69753,1,1,1,1
21101,467.5,45573,104,13.3,91.3,7.4,1.4,0.1,0.4,31.3,79.6,22.3,28.4,32.6,5.8,5226,57.1,37.3,1284,2991,2469,0,24,0,4435347,1,1,1,1
28097,467.4,11829,29,20.8,53.7,45.8,0.9,0.1,0.3,26.2,83.2,31.3,-1111.1,25.3,11.9,2163,76.1,16.9,423,694,535,1,20,1,1,1,1,1,1
29007,467.4,25759,37,13.6,90.8,7.7,1,0.3,0.4,32.5,82.6,25.2,-1111.1,22,8.8,2893,73.8,23.3,636,1693,1167,1,28,14,352886,1,1,1,1
39033,467.4,45774,114,10.5,98.3,0.7,1,0.2,0.4,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6.5,4376,35,37.1,1541,3175,2189,1,15,3,150038,1,1,1,1
37105,467.4,55704,217,13.2,78,20.2,14.1,0.6,0.8,30.6,79.8,23.8,33.5,26.5,8,7926,64.6,34.1,1428,3140,3568,0,39,11,1304666,1,1,1,1
50003,467.4,36999,55,10,97.7,0.7,1.2,0.2,0.8,21.4,71.4,19.2,25.7,19.5,6.9,3494,127,73,734,2353,3251,9,41,1,879,1,1,1,1
51590,467.3,46143,1072,19.3,52.9,45.7,2,0.2,0.8,36.8,75,29.3,31.1,26.6,13.8,7390,114.9,73.7,2108,2638,2085,0,40,35,166656,1,1,1,1
29181,467.3,13851,22,19.1,97.1,0.1,1.3,1.3,0.4,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,12.7,2670,43.3,14.4,391,923,649,0,9,5,-2222,1,1,1,1
13279,467.3,27274,74,21.1,73.8,25.1,11,0.2,0.6,28,83.1,24.8,-1111.1,29.6,13.4,5925,99,36.7,819,1578,1368,0,70,23,26,1,1,1,1
13211,467.3,17492,50,12,73.5,25.4,2,0.1,0.5,-1111.1,-1111.1,-1111.1,-1111.1,19.9,3.7,2038,34.3,22.9,396,1058,888,0,33,8,47613,1,1,1,1
13207,467.3,23785,60,11.6,73,25.6,1.8,0.4,0.5,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3.7,3033,42,12.6,617,1448,1258,0,25,9,7099942,1,1,1,1
01027,467.2,13964,23,14,84.2,15,2.1,0.3,0.1,-1111.1,-1111.1,-1111.1,-1111.1,23.9,12.2,2320,35.8,14.3,266,814,664,2,14,3,209084,1,1,1,1
24013,467.1,168541,375,5,94.7,3,1.5,0.2,1.3,20.6,70.6,19.3,27.4,20.8,5.8,11235,64.1,46.3,2880,8865,9139,5,61,9,7323,1,2,1,1
51775,467,24654,1690,8.4,91.5,6.7,1.2,0.1,1.2,25.6,-1111.1,23.7,19.7,-1111.1,6.9,1275,170.4,105.5,404,1444,1269,0,51,17,10,1,1,1,1
36033,467,51033,31,14.6,86.2,7.2,4,5.7,0.4,23,-1111.1,24.5,-1111.1,28.3,9.9,6551,74.5,33.3,1333,3014,3167,11,52,4,6929,1,1,1,1
44007,466.9,639653,1548,14.4,84.8,9.2,16.1,0.6,3.5,28,73.3,20,26.7,22.4,7,78507,130.9,43.8,17780,48257,46874,17,263,55,234960,1,2,1,1
13289,466.9,10299,29,16.5,58,41.4,1.4,0.1,0.2,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1792,0,0,340,624,537,0,22,3,-2222,1,1,1,1
17023,466.8,16976,34,10.3,98.9,0.4,0.5,0.1,0.2,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,10.8,1686,23.6,11.8,466,936,1006,3,20,1,4862,1,1,1,1
28085,466.8,33906,58,17.7,69.1,30.2,0.7,0.2,0.4,29.3,88,27.1,36,27.8,8.4,5200,44.2,20.6,1153,1990,1529,3,57,6,1363,1,1,1,1
55131,466.7,126158,293,4.6,97.5,0.7,1.6,0.3,0.9,17.8,78.1,19.2,21.5,17.9,3.3,6870,55.5,44.4,2967,8133,6499,20,39,9,1214122,1,1,1,1
55117,466.7,114610,223,6.6,93.7,1.3,4.5,0.4,3.9,18,79.6,21.7,23.8,25.4,5,8399,62.8,41.9,2586,7441,5962,7,34,6,1487078,1,2,1,1
17201,466.6,288695,562,12.3,85,11,9.5,0.4,2.1,25.3,76.3,25.8,27.5,26.2,9.3,32344,98.4,54.7,9120,15380,16951,25,157,126,1821297,1,1,1,1
18029,466.6,49082,161,6.8,98,0.8,0.7,0.2,0.4,28.5,78.5,18.7,23.9,35.7,4.7,3519,55,18.3,1479,3267,2093,10,18,14,4516227,1,1,1,1
42099,466.6,44728,81,7.9,98.6,0.7,0.9,0.1,0.2,22.6,75.7,28.3,17.5,24.8,7.5,3512,24.6,20.1,1024,2522,2252,1,17,0,-2222,1,1,1,1
05135,466.6,17397,29,19.9,97,0.9,1.4,0.6,0.2,35.2,76.5,23.7,-1111.1,26.1,6.7,3503,34.5,17.2,435,1165,933,1,27,7,-2222,1,1,1,1
17003,466.5,8927,38,22.2,63.9,34.8,1.7,0.2,0.5,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1,1715,33.6,22.4,301,479,513,0,13,1,387443,1,1,1,1
19155,466.5,89738,94,10.2,96.9,1,4.1,0.4,0.7,26.3,82.5,26.8,28,28,8.3,8821,51.3,34.5,2624,5041,3258,15,47,35,3335713,1,1,1,1
09013,466.5,147634,360,5.3,92.6,3.4,3.4,0.2,2.8,17.8,73.3,18.7,20.2,18.7,4.2,11139,69.1,42.7,3374,10524,11261,9,30,0,53392,1,2,1,1
45083,466.5,266809,329,12.9,76.2,20.9,4.1,0.3,1.7,27.9,76.8,25.1,28.3,25.3,8.2,34411,87.7,30.7,10043,15646,12705,1,74,3,2212665,1,2,1,1
37001,466.4,140533,327,11.3,78.5,18.9,9.8,0.5,1.2,25.5,81.1,25.1,27.9,30.2,9.1,19158,64.8,39.1,4098,8141,9467,0,38,6,33413,1,1,1,1
39141,466.4,75197,109,12,91.9,6.4,0.8,0.3,0.4,29.3,85.7,31.3,-1111.1,-1111.1,10.8,7167,63.8,35.9,2530,5274,3689,3,43,12,1496785,1,1,1,1
23005,466.4,274950,329,8.4,95.3,1.5,1.2,0.3,1.6,17,68.6,16.6,20.3,18.9,5.6,15057,159.3,64.4,5808,19388,19935,12,98,7,351250,1,1,1,1
28135,466.4,14191,22,25.6,38.8,60.5,1,0.1,0.4,-1111.1,93.8,-1111.1,-1111.1,21.7,9,3641,21.1,14.1,653,804,676,0,20,5,-2222,1,1,1,1
41033,466.4,80761,49,15.2,95.5,0.5,4.9,1.2,0.8,20.7,72.6,23,28,27.1,7.4,12296,79.2,44.6,2426,6098,5897,6,29,3,168805,1,1,1,1
44009,466.4,128463,386,6.1,95.1,1.1,1.8,0.9,1.9,18.8,68.8,17.2,25,19.4,5.4,7972,106.6,43.6,3020,9964,9848,4,44,1,138295,1,2,1,1
29111,466.4,10186,20,13.3,96,2.7,0.8,0.3,0.4,31.8,76.1,29.3,-1111.1,27.8,8,1200,9.8,19.6,264,671,521,0,2,2,-2222,1,1,1,1
13219,466.4,29748,160,7.1,90.7,6.3,3.3,0.2,2.1,24.8,75.4,15.6,18,16.5,5.3,2656,94.1,20.2,520,1752,1550,7,54,33,13152,1,1,1,1
54081,466.2,79167,130,18,89.9,8.2,1,0.2,0.9,30.4,80.7,26.1,36.8,26.3,11.4,11403,80.8,48,1511,6000,3308,1,39,0,44705,1,1,1,1
38097,466.2,8321,10,8.8,98.6,0.2,2.4,0.9,0.2,21.1,79.3,27.9,18.1,14.3,6.4,609,72.1,36.1,158,483,290,1,5,1,63469,1,1,1,1
13259,466.1,4882,11,21.2,37.8,61.6,1.7,0.2,0.3,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1017,61.5,0,183,297,241,0,2,0,-2222,1,1,1,1
39079,466.1,33526,80,14.3,98,0.7,1.2,0.4,0.3,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,7.9,4064,26.8,14.9,1169,2317,1676,2,12,0,368595,1,1,1,1
13133,466.1,15693,40,17.8,58.8,40.3,3.5,0.3,0.5,-1111.1,-1111.1,-1111.1,-1111.1,14.6,8.8,2612,63.7,19.1,467,963,805,0,18,4,409042,1,1,1,1
05117,465.9,9113,14,15.4,84.8,14.5,0.9,0.4,0.2,-1111.1,-1111.1,25.8,-1111.1,17.8,7.2,1249,43.9,0,250,603,493,0,32,0,780,1,1,1,1
13151,465.9,167848,520,6.6,68.5,27.2,4,0.3,2.7,19.5,79.1,25.8,20.4,21.6,7.5,13976,58.4,16.1,4178,9711,8555,7,111,57,63518,1,2,1,1
18127,465.9,157772,377,6.8,95.6,2.1,5.9,0.3,1,24.3,73.9,24,22.2,27.5,5.6,16270,58.3,43.7,3761,10666,7111,3,69,7,3244847,1,1,1,1
23017,465.9,56628,27,11.8,98.4,0.3,0.7,0.3,0.4,26.3,71.9,23,24.3,27,7.4,5608,51.2,28.3,1639,4047,4125,14,25,2,1678988,1,1,1,1
05021,465.8,16578,26,17.1,98.2,0.3,1,0.7,0.2,39.1,76.8,29.7,-1111.1,34.6,10.2,2567,48.3,42.2,570,1088,893,0,64,1,34520,1,1,1,1
13017,465.8,17316,69,19.3,65.2,33.7,6.4,0.3,0.4,26.4,-1111.1,31.5,-1111.1,23.3,10.9,3539,34.7,34.7,481,1007,873,0,108,35,10429,1,1,1,1
05045,465.7,97147,150,12.8,88.3,9.3,2.5,0.5,0.8,24.4,78.6,23.6,22.9,19.8,4.8,10687,63.8,30.9,2095,6103,6187,3,282,41,337314,1,1,1,1
28141,465.7,19202,45,13.9,95.9,3.6,2.5,0.1,0.1,36.4,76.5,25.1,33.8,33.3,10.6,2658,36.5,20.8,745,1168,835,0,24,1,402643,1,1,1,1
42005,465.7,70586,108,11.1,98.4,0.9,0.5,0.1,0.2,31.7,80.9,31.5,29,27.5,11.5,6882,36.8,36.8,2023,4103,3507,1,47,1,21995365,1,1,1,1
25027,465.5,783262,518,9.4,91.2,3.7,7.6,0.3,3.7,23.8,71.5,21.9,24.4,21,6.3,75796,130.9,45.7,20363,46098,71757,35,315,46,425046,1,1,1,1
17009,465.5,6835,22,11.6,80.9,18.7,4.4,0,0.3,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,556,43.9,43.9,128,406,454,0,3,0,-2222,1,1,1,1
40107,465.5,11434,18,20.5,68,9.7,2,18.2,0.1,33.5,85.8,23.3,31,29.6,13.9,2444,26.2,17.5,325,715,508,1,12,4,-2222,1,1,1,1
51095,465.5,57525,402,7.2,83.9,13,2.2,0.3,1.7,12.1,-1111.1,18.6,22.5,15.1,3,4044,146,55.6,808,3391,2755,0,2,5,561593,1,1,1,1
40011,465.4,12859,14,16.4,77.4,8.6,7.7,9.2,2.5,38.9,82.6,35.4,-1111.1,32.9,9.2,2102,38.9,46.7,221,824,604,1,15,39,0,1,1,1,1
45019,465.4,330368,360,14.1,64.5,32.7,3,0.3,1.4,20.7,74,21,25.2,22,8.3,45735,182.8,75.1,9332,19363,16366,3,361,181,3164090,1,1,1,1
19069,465.4,10732,18,8.1,98.9,0.1,10.4,0.2,0.6,25.5,80.8,20.7,20.4,16.5,6,1041,18.6,55.9,286,618,374,2,9,2,100624,1,1,1,1
42123,465.3,42033,48,10.5,98.8,0.4,0.5,0.1,0.3,24.7,79.5,23.3,-1111.1,24.2,9.1,3896,54.7,38.1,1091,2416,2079,0,27,1,578767,1,1,1,1
13267,465.3,23211,48,21.8,69.2,29.6,11.8,0.3,0.5,32.6,-1111.1,27.2,-1111.1,23.6,10.9,3854,30.2,4.3,574,1424,1235,0,38,12,0,1,1,1,1
48011,465.1,2173,2,9.7,98.8,0.4,7.1,0.7,0,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,339,0,0,44,119,93,0,3,0,-2222,1,1,1,1
22015,465.1,105541,126,13.4,75.2,21.3,3.8,0.6,1.5,28.9,82.7,21.5,28.9,27.8,7.6,14451,62.5,37.9,2735,5482,5697,0,72,11,264,1,2,1,1
47069,465.1,28170,42,18.4,58.1,40.6,1.2,0.2,0.5,-1111.1,-1111.1,-1111.1,-1111.1,20.5,12.9,3896,21.3,28.4,973,1819,1502,0,33,1,493363,1,1,1,1
29023,465,41338,59,17,92.6,5.1,1.3,0.6,0.7,35.6,78.1,36.5,42.5,35.6,13.4,6726,133,38.7,1156,2748,1916,3,60,0,89298,1,1,1,1
29001,465,24509,43,15.9,95.8,1.4,1.7,0.3,1.8,23.8,80.6,20.5,21.3,18.2,6.2,2586,24.5,36.7,547,1650,1647,2,19,1,-2222,1,1,1,1
47093,464.9,404972,796,12.7,88.2,8.7,1.7,0.3,1.6,25.6,69.3,22.4,25.7,23.5,9,38623,142,52.6,8894,26096,21956,13,160,153,1251930,1,2,1,1
37123,464.9,27322,56,15.5,77.4,19.7,14.1,0.7,1.8,33.1,-1111.1,29.5,-1111.1,28.5,8.8,4725,43.9,22,861,1565,1766,1,46,13,124509,1,1,1,1
22073,464.9,148237,243,19.6,63.5,34.8,1.4,0.3,0.9,35.7,83.2,25.8,24,25.6,6.5,25482,107.3,50.6,4469,7665,8287,3,116,9,10066982,1,1,1,1
33019,464.8,43041,80,7.6,98.3,0.3,0.9,0.2,0.5,20.1,72.9,21.8,25.2,25.1,6,3312,86,37.2,653,2417,2835,7,13,0,1498,1,1,1,1
16055,464.8,127668,103,10.4,96.4,0.3,2.9,1.3,0.6,18.1,79,20.9,22.8,20.9,6.2,16481,65.8,46.2,2819,8205,5447,24,42,3,189504,1,1,1,1
39119,464.7,85579,129,13.1,93.9,4.1,0.6,0.2,0.4,27.2,78.7,22.1,-1111.1,29.9,8,8846,59.6,43.2,3340,5845,4265,13,100,8,774224,1,1,1,1
36095,464.7,32277,52,11.6,97.2,1.4,2,0.4,0.5,-1111.1,-1111.1,16.9,-1111.1,-1111.1,4.9,3250,27.9,24.8,768,1847,1990,4,27,0,-2222,1,1,1,1
19165,464.6,12634,21,7.8,98.9,0.2,0.9,0.3,0.4,22.9,78.7,26,29,15.4,2.7,987,39.6,31.7,287,727,451,1,4,0,0,1,1,1,1
36021,464.6,63622,100,9.8,92.6,4.9,3,0.3,1.3,27.8,-1111.1,25,-1111.1,20.8,7.2,6410,40.9,31.4,1237,3678,3656,7,41,4,0,1,1,1,1
23025,464.5,51667,13,14.3,98.1,0.3,0.5,0.4,0.5,30.7,76.7,23.2,29.8,26.5,9.8,6049,77.4,27.1,1928,3653,3713,4,34,0,1425034,1,1,1,1
