FIPS,Cancer_Incidence,Population_Size,Population_Density,Poverty,White,Black,Hispanic,Native_American,Asian,No_Exercise,Few_Fruit_Veg,Obesity,High_Blood_Pres,Smoker,Diabetes,Uninsured,Prim_Care_Phys_Rate,Dentist_Rate,Unemployed,Major_Depression,Recent_Drug_Use,Ecol_Rpt,Salm_Rpt,Shig_Rpt,Toxic_Chem,Sulfur_Dioxide_Ind,Ozone_Ind,Particulate_Matter_Ind,Lead_Ind
12125,1195.2,14916,62,18,74.8,23.5,4,0.6,0.4,-1111.1,-1111.1,21.2,-1111.1,-1111.1,4.4,1486,60.3,13.4,204,843,816,1,33,31,264,1,1,1,1
21197,693,13687,76,20.9,99.1,0.7,0.7,0,0,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2169,29.2,29.2,445,897,753,0,11,0,100976,1,1,1,1
35021,681.5,740,0,13.1,97.7,0.4,43,1.8,0,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,170,0,0,15,53,46,0,1,1,-2222,1,1,1,1
31113,669.3,740,1,10,98.8,0.1,0.9,1.1,0,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,118,0,0,11,46,28,0,1,0,-2222,1,1,1,1
31171,657.7,623,1,11.8,99.5,0,1.1,0.5,0,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,141,0,0,16,41,22,0,0,0,-2222,1,1,1,1
38083,640.9,1430,1,15.8,99.3,0.1,0.3,0.5,0,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,302,0,0,45,89,41,0,1,0,0,1,1,1,1
46077,637.3,5532,7,9.4,98.6,0,0.7,0.5,0.6,37.5,82.2,30.3,34.4,17.3,7.4,583,72.3,36.2,122,322,193,5,12,1,-2222,1,1,1,1
21023,615.6,8670,43,11.7,98.9,0.6,0.5,0.3,0.1,39.8,77.6,25.1,28.2,40.4,8.1,1013,34.6,34.6,286,570,484,1,15,2,-2222,1,1,1,1
21065,612.3,15089,59,21.1,99.2,0.2,0.7,0.2,0.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,13.6,2367,19.9,19.9,456,995,816,0,14,1,-2222,1,1,1,1
51620,604.3,8594,1029,17.3,43.2,55.7,1.1,0.2,0.8,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,10.9,1319,197.8,69.8,192,475,406,0,21,5,-2222,1,1,1,1
28161,602.5,13417,29,19,60.2,39.2,1,0.2,0.2,36.1,82.6,24.5,-1111.1,25.5,10,2234,14.9,29.8,494,788,598,0,35,7,15281,1,1,1,1
21147,600.4,17233,40,27.3,98,0.8,0.7,0.4,0.1,49.4,80.7,34.3,-1111.1,46.2,10.4,4087,23.2,17.4,547,1100,992,0,7,0,-2222,1,1,1,1
22025,599.2,10447,15,22.4,71.8,27.6,1,0.2,0.2,-1111.1,-1111.1,31.5,-1111.1,25.1,12.7,2166,38.3,19.1,353,565,567,0,21,1,-2222,1,1,1,1
46055,595.8,1912,1,11.7,96.8,0,0.8,2.9,0.1,30.9,82.6,20.3,31.9,13,11.3,365,156.9,52.3,44,113,66,1,10,0,-2222,1,1,1,1
38027,595.5,2626,4,9.5,95.8,0.1,1,3.7,0.2,-1111.1,86.4,19.7,-1111.1,22.4,6.5,209,38.1,38.1,75,156,79,2,1,1,-2222,1,1,1,1
51159,584.5,9114,48,15.5,66.1,33.1,2.8,0,0.6,-1111.1,-1111.1,26,26.5,14.8,10.5,961,0,21.9,174,565,432,0,12,6,1067,1,1,1,1
55125,581.5,22330,26,8,89.8,0.3,1,9,0.5,27.1,78.1,24.7,-1111.1,23.7,7.3,2311,53.7,31.3,681,1547,1129,1,25,7,38978,1,1,1,1
46111,580.9,2541,4,12.1,98.8,0,1.3,0.6,0.4,32.1,-1111.1,26.2,-1111.1,19.3,3.9,391,0,0,57,146,89,4,4,1,0,1,1,1,1
46053,580.5,4290,4,16.5,92.8,0.1,1,6.7,0.3,31.7,81.6,26.3,31.5,17.2,8.5,931,93.2,23.3,99,252,147,0,3,4,-2222,1,1,1,1
51730,577.1,32604,1425,18.5,19.7,78.6,2,0.1,0.9,31.8,80.2,37.4,31.6,26,9.7,5890,92,76.7,1050,1792,1479,2,37,29,164043,1,1,1,1
21193,575.4,29452,86,23.3,97.4,1.6,0.6,0,0.7,41,79.7,32.6,34.6,33.8,10.7,5146,129,37.3,855,1931,1595,0,9,0,1555,1,1,1,1
51678,575.3,6776,2721,16.1,87.5,9.4,1.8,0.3,2.4,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,319,324.7,132.8,102,407,573,0,0,0,-2222,1,1,1,1
21051,573.4,24146,51,30.3,94.3,5,1.4,0.2,0.1,45.8,83.2,30.8,-1111.1,37,11.6,5021,33.1,24.8,657,1588,1371,0,9,0,-2222,1,1,1,1
54015,571.6,10356,30,22.5,98.5,0.1,0.4,0.7,0,-1111.1,90.4,28.2,-1111.1,28.1,9.2,1904,19.3,9.7,270,752,433,0,10,1,-2222,1,1,1,1
21223,570.7,9023,61,12.7,98.8,0.3,1.4,0.4,0.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1155,11.1,0,275,589,505,0,3,0,1994626,1,1,1,1
21161,570.7,17140,71,15.9,91.6,7,1.1,0.1,0.5,37.5,79.4,21.1,31.6,30.1,7.6,2345,81.7,58.3,562,1136,923,1,16,8,6171962,1,1,1,1
30103,570.6,689,1,12.5,97.4,0.1,1.9,1.9,0.4,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,143,0,0,17,51,37,0,0,0,-2222,1,1,1,1
22047,569.2,32386,52,20.4,49.5,49.8,1.3,0.2,0.3,42.4,83.6,30,-1111.1,22.1,7.4,5163,58.7,24.7,1162,1723,1781,0,17,9,3465173,1,2,1,1
05147,568.7,8098,14,23,70.4,28.7,0.9,0.2,0.2,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1711,49.4,24.7,309,518,438,1,17,2,129631,1,1,1,1
21043,568.6,27306,67,20.4,98.9,0.2,0.6,0.3,0.2,37.7,87.4,31,30.9,35.5,9,4505,29.3,29.3,1161,1793,1555,1,12,2,117981,1,1,1,1
30059,567.7,1999,1,17.2,98.5,0,1.4,1.1,0.2,-1111.1,-1111.1,-1111.1,-1111.1,18.4,7.2,491,150.1,50,41,147,99,0,4,0,-2222,1,1,1,1
21053,567.6,9559,48,21.7,98.9,0.1,2.5,0.2,0.6,26.7,81,22.5,-1111.1,24.7,7.2,1997,41.8,10.5,304,639,497,0,3,1,80984,1,1,1,1
54041,564.3,17199,45,16.9,98.7,0.3,0.6,0.2,0.3,32.2,78.5,24.3,-1111.1,29,10.1,2488,52.3,17.4,357,1295,709,0,6,0,88917,1,1,1,1
21153,564.3,13472,44,26.8,99.4,0.2,0.5,0.2,0.1,41.7,87.8,33.3,-1111.1,34,10.8,2715,22.3,37.1,552,872,761,0,6,0,-2222,1,1,1,1
21071,564.1,42218,107,24.1,97.9,1.4,0.7,0.1,0.3,45,82.6,31.3,40.2,32.4,11.3,7653,87.6,56.8,1124,2811,2361,0,15,1,421,1,1,1,1
21103,561.9,15903,55,12.8,95.2,3.5,2.7,0.3,0.4,-1111.1,89.5,-1111.1,-1111.1,-1111.1,8.3,2004,37.7,31.4,462,1029,854,1,21,21,277417,1,1,1,1
21171,559.7,11660,35,20.2,96.5,2.8,2.3,0.1,0.2,44.6,87.2,25.4,18.4,-1111.1,9.6,2158,60,42.9,335,775,636,0,20,1,29602,1,1,1,1
21217,559.5,23754,88,16.6,93.9,5.3,1.4,0.1,0.3,37.3,80,18.8,33.2,32.4,6.8,3253,88.4,50.5,678,1578,1361,3,28,9,11396,1,1,1,1
28051,558.6,21099,28,32.2,18.7,80.7,0.9,0.2,0.1,35.5,86,28.9,-1111.1,27.7,13.3,6020,66.4,19,914,1135,1050,0,38,13,2,1,1,1,1
21085,558.2,25189,50,16.1,98.5,0.6,1,0.1,0.2,35.7,77.1,23.4,38.4,37.9,13.2,3616,55.6,19.8,1015,1659,1382,6,19,1,59,1,1,1,1
21237,557.8,7070,32,27.6,99.5,0.3,0.7,0,0.1,50,84.1,23,-1111.1,33,8.7,1470,14.1,0,246,454,394,0,7,2,-2222,1,1,1,1
21049,553.8,34887,137,12.4,94.2,4.8,1.3,0.2,0.3,40.5,82.1,23.5,-1111.1,36.7,7.9,4145,65.9,48.7,944,2299,1894,1,18,7,2080837,1,1,1,1
38081,552.4,4150,5,7.5,98.8,0.2,0.9,0.5,0,31.7,74,23.2,25.8,21.2,4.6,314,0,0,68,238,124,1,4,0,25964,1,1,1,1
34009,552.4,99286,389,9.6,93.3,5,3.9,0.2,0.8,27.3,68.9,19.9,34.2,24.1,9.5,11062,42.3,49.4,3756,5340,4839,6,108,21,451325,1,1,1,1
30069,552,470,0,11.9,98.9,0,1.5,1.1,0,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,141,0,0,11,34,23,0,0,0,-2222,1,1,1,1
21029,550.1,68474,229,9.5,97.8,0.8,0.9,0.3,0.3,30,77.9,25.6,-1111.1,30.5,9.9,5489,21.9,21.9,2018,4438,3840,2,20,24,265,1,1,1,1
17039,550.1,16617,42,9.9,98.2,0.7,1.5,0.2,0.4,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4.2,1665,66.2,48.1,459,910,965,1,10,6,-2222,1,1,1,1
13281,549.6,10315,62,12.1,98,1.2,1.4,0.2,0.4,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4.7,1101,58.2,9.7,195,678,530,0,14,10,-2222,1,1,1,1
54093,549,6943,17,14.8,99.3,0,0.3,0.1,0.1,26.7,84.3,-1111.1,-1111.1,17.9,11.9,765,57.6,43.2,189,532,276,0,9,1,1047,1,1,1,1
21127,548.5,16166,39,22.6,99,0.2,0.4,0.3,0.1,40.8,85.7,27.3,33.8,35.9,8.1,2462,37.1,30.9,481,1070,902,1,10,1,8876624,1,1,1,1
21183,547.7,23676,40,16.2,98.3,0.9,1.3,0.1,0.2,35.7,82.5,26.4,31.6,40.8,8.5,3238,29.6,29.6,778,1562,1310,0,18,9,3207725,1,1,1,1
21011,547.6,11626,42,18.5,97.5,1.7,0.9,0.3,0,34.6,87.2,26.8,36.7,34.3,7,1866,34.4,17.2,421,761,622,0,14,1,0,1,1,1,1
21203,547.4,16712,53,19.5,99.2,0.2,0.6,0.1,0.1,41.6,76.9,31.9,24.6,29.2,11.8,2698,53.9,12,544,1108,919,0,7,0,-2222,1,1,1,1
21181,547.3,7027,36,14.3,98.8,0.8,0.6,0.2,0.2,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,851,28.5,28.5,291,467,375,0,13,3,-2222,1,1,1,1
51820,547.2,21269,1385,13.1,87.2,10.4,4.4,0.4,0.8,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,10,2449,79.9,70.5,357,1196,947,1,43,5,0,1,1,1,1
17115,546.4,110167,190,13.5,82.8,14.6,1.2,0.2,0.9,25.7,75.3,23.7,24.2,29.2,8.4,11761,87.1,51.7,3271,5965,6624,5,49,9,7163343,1,1,1,1
17153,545.6,6794,34,19.8,67.6,30.9,1.5,0,1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1210,0,0,245,359,415,2,5,0,43,1,1,1,1
21179,545,41088,97,11.8,93.3,5.3,1.1,0.1,0.8,30,82.6,26,27,30.1,6.2,3952,58.4,24.3,1307,2620,2274,4,24,33,14209,1,1,1,1
46127,543.5,13462,29,6.3,96.6,0.4,1.7,0.6,1.7,23.1,83.1,23.7,23.8,18.3,5.7,765,81.7,14.9,306,749,462,7,18,10,12750,1,1,1,1
21125,542,56338,129,18.7,97.6,0.8,0.6,0.4,0.4,39.7,82.3,24.7,33.3,32.3,10.9,8441,58.6,21.3,1486,3658,3093,0,27,0,6406,1,1,1,1
51630,541.9,20732,1971,14.1,75.7,20.7,6.9,0.4,1.8,15,-1111.1,24,16.3,-1111.1,3.7,2252,207.4,101.3,513,1156,1207,1,167,36,944,1,1,1,1
19003,541.3,4264,10,9.8,99.2,0,0.6,0.5,0.2,-1111.1,-1111.1,-1111.1,23.9,-1111.1,12.7,502,70.4,46.9,113,250,146,3,12,0,22874,1,1,1,1
21235,540.4,38029,86,23.1,98.3,0.4,0.9,0.3,0.3,39.8,79.2,30.6,41.5,35.6,11,6798,86.8,42.1,923,2447,2192,1,12,1,110889,1,1,1,1
54045,540.3,36237,80,21,96.7,2.5,0.6,0.1,0.4,34.3,82.9,38.7,41.7,31.9,12.5,6190,63.5,19.3,645,2722,1483,1,20,0,-2222,1,1,1,1
36121,539.7,42693,72,10,93.1,5.8,3.1,0.3,0.5,20,-1111.1,25.7,-1111.1,19.9,6.4,3797,56.2,37.5,1167,2488,2557,4,30,3,81836,1,1,1,1
47067,538.8,6704,30,23.9,99,0.5,0.4,0.1,0.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1232,29.8,0,222,440,350,0,4,0,-2222,1,1,1,1
21201,538.6,2279,23,17.3,99,0.3,1,0,0.7,-1111.1,84.3,21.9,-1111.1,30.4,6.6,299,0,43.9,77,152,125,0,0,2,-2222,1,1,1,1
36113,538.4,65548,75,10,97.6,0.8,1.5,0.2,0.7,17.7,-1111.1,22.6,-1111.1,29.9,11.4,5655,114.4,67.1,1638,3807,3780,107,29,1,736672,1,1,1,1
21139,538.3,9760,31,11.6,99,0.2,0.8,0.4,0.1,35.2,82.8,27.6,-1111.1,-1111.1,6.7,1234,30.7,10.2,290,667,538,0,16,2,-2222,1,1,1,1
21131,538.2,11994,30,25.6,99.5,0.1,0.6,0,0.2,42.3,82.5,33.4,-1111.1,36.2,10.2,2236,41.7,25,317,804,664,0,4,0,-2222,1,1,1,1
21109,538.1,13618,39,22.7,99.4,0.1,0.5,0.2,0,43.9,87.6,35.8,-1111.1,41.6,6.9,2670,14.7,14.7,379,889,753,0,7,0,-2222,1,1,1,1
13287,537.6,9474,33,22.2,58.2,41,3.2,0.2,0.5,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2247,52.8,31.7,338,544,484,1,21,14,-2222,1,1,1,1
31133,537.6,2878,7,10.8,99.3,0,0.9,0.2,0.2,-1111.1,-1111.1,-1111.1,-1111.1,13,8.5,443,69.5,69.5,58,183,103,0,12,2,-2222,1,1,1,1
38075,537.3,2422,3,10,97.9,0.8,0.8,0.6,0.6,30.8,80.2,17.8,-1111.1,16.6,11.8,270,41.3,41.3,43,145,72,0,2,0,-2222,1,1,1,1
51830,536.3,11751,1376,17.5,81.6,12.5,3,0.3,4.7,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,959,34,8.5,358,686,994,4,214,101,-2222,1,1,1,1
21079,536,16579,72,13.8,96.5,3,1.7,0.1,0,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2.1,2063,42.2,36.2,458,1100,918,2,13,3,4513,1,1,1,1
42113,535.6,6391,14,10.8,95.6,3.5,1.2,0.7,0.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,875,15.6,0,176,380,340,0,8,0,-2222,1,1,1,1
51640,535.5,6676,811,17.9,91,7.4,13.7,0.5,0.8,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6.1,1142,284.6,164.8,160,379,295,0,31,3,51987,1,1,1,1
36013,535.5,136409,128,14.9,95.8,2.4,4.5,0.5,0.5,25.8,76.1,25.8,30.4,24.3,7.1,17446,63,48.4,3293,7764,8417,2,21,1,1356234,1,2,1,1
21149,535.4,9926,39,13.9,99.2,0.4,1.3,0,0.1,41,83.1,38.7,-1111.1,27.6,9.8,1262,10.1,30.2,350,654,527,0,12,7,0,1,1,1,1
36029,535.3,930703,891,13,83,13.6,3.5,0.6,1.8,23.9,73.7,23.9,26.3,22.7,8.1,88101,127.6,73.4,24994,52864,54896,26,250,73,2838848,1,2,1,1
47085,535.1,18212,34,12,95.8,3.2,1.2,0.2,0.4,-1111.1,-1111.1,14.2,-1111.1,-1111.1,11.1,2299,32.9,11,688,1175,922,2,15,1,38064001,1,1,1,1
26165,534.9,31876,56,11.3,97.7,0.3,1.2,0.6,0.5,25.8,-1111.1,23.1,-1111.1,27,6.1,3845,87.8,40.8,1092,1801,2006,2,25,2,1120132,1,1,1,1
21041,534.6,10454,80,13.3,96.3,1.9,3.9,0.3,0.6,-1111.1,89.2,-1111.1,-1111.1,-1111.1,5.2,1470,38.3,28.7,328,678,572,1,9,1,14482071,1,1,1,1
21121,534.3,32069,83,26.3,97.8,1.1,0.7,0.2,0.2,41.2,88.2,26.4,37.3,31.3,7.6,6641,21.8,12.5,814,2059,1794,0,12,2,127360,1,1,1,1
17063,533.5,43838,104,6.1,97.3,1,6.2,0.2,0.6,23.3,-1111.1,27.5,-1111.1,26.1,6,3705,47.9,27.4,1618,2378,2677,5,23,1,1484339,1,1,1,1
21173,533.5,24256,122,14.5,95.8,3.3,1.3,0.1,0.1,38.3,82.9,30.1,30.3,32.4,9.8,3117,74.2,41.2,819,1577,1297,2,18,0,201810,1,1,1,1
26133,533.5,23750,42,12.5,97.9,0.5,1,0.5,0.2,-1111.1,90.6,20.8,-1111.1,-1111.1,7.6,2925,16.8,21.1,764,1331,1498,3,21,2,167727,1,1,1,1
17055,533.5,39723,96,14.8,98.8,0.3,1,0.2,0.2,40.7,-1111.1,22.2,-1111.1,29.7,8.7,5022,42.8,37.8,1248,2217,2329,0,28,1,680276,1,1,1,1
34015,533.1,276910,853,6.7,86.9,9.9,3.1,0.2,2,24.5,76.1,22.4,25.8,22.8,8.1,27862,47.3,32.1,6338,14245,14514,3,59,23,1413547,1,1,1,1
21089,532.4,37184,107,14.6,98,0.7,0.6,0.2,0.5,37.1,82.6,29.5,37.7,27.9,10.9,4647,59.2,40.3,1107,2489,1996,3,16,5,463576,1,1,1,1
21025,532.4,15957,32,26.2,98.9,0.4,0.7,0,0.5,36.6,81.6,29.2,30.6,33.2,7.7,3232,75.2,18.8,436,1053,925,1,6,1,-2222,1,1,1,1
42023,531.9,5639,14,10.1,98.7,0.6,0.9,0.2,0.3,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,509,17.7,35.5,188,324,287,0,7,0,12207,1,1,1,1
38039,531.8,2497,4,9.8,99.4,0,0.6,0.4,0.2,-1111.1,-1111.1,16.6,-1111.1,18.3,2.8,275,120.1,40,41,151,73,0,0,0,-2222,1,1,1,1
28155,531.6,10092,24,18.4,79.8,19.8,1.9,0.2,0.2,32.8,-1111.1,-1111.1,-1111.1,23.2,8.4,1796,29.7,29.7,311,596,453,0,47,4,55655,1,1,1,1
47151,531.6,21868,41,19.5,98.5,0.4,0.6,0.2,0.2,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,10.3,3799,41.2,9.1,601,1365,1126,0,9,0,29343,1,1,1,1
54059,531.1,27210,64,24.7,96.5,2.4,0.5,0.3,0.2,42.7,85.9,35.4,41,35.3,12.8,4885,25.7,7.4,494,1998,1139,0,8,0,-2222,1,1,1,1
13239,531,2467,16,20,54.6,45.1,1.3,0.1,0,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,563,0,0,64,150,121,0,3,0,0,1,1,1,1
21077,531,8134,82,15.2,97.2,1.7,2.2,0.1,0.3,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,5,1080,12.3,12.3,244,507,437,0,7,2,8602,1,1,1,1
51530,530.9,6437,942,11.6,93,5.9,1.6,0.4,0.4,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,585,46.6,77.7,114,366,325,1,7,1,-2222,1,1,1,1
46061,530.8,3747,9,9.5,99.8,0,0.1,0.1,0.1,23.9,82.2,23.3,-1111.1,21.6,4.4,330,0,0,62,203,133,2,8,1,-2222,1,1,1,1
28125,530.7,5967,14,29.4,29.8,69.5,1.5,0.1,0.4,-1111.1,-1111.1,-1111.1,-1111.1,8.2,-1111.1,1789,16.8,33.5,323,328,279,0,8,1,-2222,1,1,1,1
41055,530.2,1749,2,12.7,97.4,0.3,6.3,1.5,0.5,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,287,0,57.2,64,132,132,0,1,0,-2222,1,1,1,1
55041,529.5,9961,10,10,86.9,1.4,1.5,11,0.3,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,9.2,1190,40.2,30.1,342,651,528,6,6,3,-2222,1,1,1,1
22097,529.5,89937,97,22.9,56.4,42.5,0.9,0.2,0.3,38.4,87.4,24.6,29.7,28.2,9.6,15387,81.2,20,2646,4610,4832,2,56,10,424089,1,1,1,1
29093,529.2,10273,19,17.6,97.4,1.7,0.6,0.2,0.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,7.9,1545,48.7,9.7,358,682,483,1,13,0,27689050,1,1,1,1
17171,528.6,5412,22,9.6,99.5,0,0.2,0.2,0.2,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,460,37,18.5,178,299,314,2,5,0,-2222,1,1,1,1
28063,528.5,9432,18,27.9,13.7,86,0.7,0.1,0.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,11.3,2211,31.8,0,458,541,465,0,13,3,-2222,1,1,1,1
51790,528.5,23337,1184,13.1,86,12.1,1.3,0.3,0.5,20.7,-1111.1,-1111.1,-1111.1,-1111.1,8.4,2225,102.8,94.3,391,1364,1090,0,0,0,-2222,1,1,1,1
47173,528,19076,85,16.8,98.4,0.6,1,0.1,0.2,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,8.5,2715,10.5,10.5,478,1212,988,0,20,6,1805,1,1,1,1
38043,528,2481,2,12.3,99.5,0.2,1.5,0.2,0.1,32.6,-1111.1,16.4,-1111.1,23,2.7,450,0,0,62,149,72,0,7,0,-2222,1,1,1,1
19059,528,16687,44,6.5,99.1,0.2,0.9,0.2,0.2,19.7,74.2,25,24.3,19.9,6.4,907,47.9,47.9,463,995,586,5,21,0,5301,1,1,1,1
46017,527.8,2100,4,30,17.2,0.2,1.2,82.5,0,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,587,47.6,47.6,92,95,81,1,5,68,-2222,1,1,1,1
21167,527.8,21610,86,12.7,94.2,3.8,1.7,0.2,0.9,-1111.1,82,27.9,-1111.1,-1111.1,8.4,2681,46.3,23.1,619,1416,1155,4,29,4,3761221,1,1,1,1
21081,527.7,24610,95,12.5,98.5,0.4,1.2,0.2,0.5,38.9,83,26.2,-1111.1,37.1,12.5,2940,40.6,16.3,693,1543,1353,0,27,15,37024,1,1,1,1
21133,527.5,24434,72,21.8,98.9,0.6,0.5,0,0.3,42.4,81.4,33.6,38.9,31.4,11.9,3944,81.9,28.6,700,1640,1337,0,4,0,-2222,1,1,1,1
21213,527.5,17021,72,13.1,88.2,9.8,1,0.1,1.1,31.2,70.6,19.3,-1111.1,30.3,6.5,1991,52.9,41.1,507,1098,928,1,12,1,878243,1,1,1,1
19073,527.4,9963,18,9.2,98.7,0.2,2,0.3,0.4,31.9,87.7,-1111.1,-1111.1,-1111.1,8.1,990,40.1,30.1,252,576,363,0,8,5,15,1,1,1,1
21199,527.3,59200,89,17.1,97.3,1.3,1.2,0.2,0.5,32.3,80.7,24.1,32,30.1,8.9,8413,81.1,38.9,1625,3939,3186,1,27,6,2252248,1,1,1,1
28029,527.3,29164,38,21.2,48.6,50.7,1.3,0,0.3,36.7,78.4,35.7,33.6,27.1,7.6,5527,48,17.1,1092,1681,1422,1,26,12,587145,1,1,1,1
50013,526.8,7703,93,7.2,97.5,0.2,0.5,0.9,0.4,18.4,69.2,21.3,26.9,15.3,4.2,598,51.9,13,211,494,688,1,7,1,-2222,1,1,1,1
48373,526.8,46640,44,16.8,85.1,12,10,1.6,0.6,-1111.1,88.4,25.4,-1111.1,26.3,9,6404,47.2,15,1050,2588,1975,0,9,4,221351,1,1,1,1
34033,526.6,66346,196,9.3,82.7,15.1,4.7,0.4,0.8,36.3,78.9,26.8,28.8,24,7.1,7266,40.7,31.7,1520,3439,3356,1,51,19,5450858,1,1,1,1
42101,526.3,1463281,10832,20.1,47.4,45.4,10,0.3,5.3,28.4,74.5,26.4,30.4,28,8.4,252345,131.3,55.1,42814,79515,76994,30,927,1025,810192,1,2,1,1
17065,526.3,8301,19,12.2,98.7,0.6,1,0.3,0.2,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1010,36.1,12,218,462,473,0,7,1,-2222,1,1,1,1
21165,525.9,6809,33,22,98.4,1.4,1.1,0,0,39.5,87.2,25.1,31.4,37.5,10.8,1252,0,29.4,216,451,390,0,5,0,-2222,1,1,1,1
10001,525.8,143968,244,10.6,73.7,22,3.7,0.6,1.9,26.9,80.4,25.2,28.6,24.6,8.5,17333,50.7,32.6,2670,8167,9653,2,51,31,111209,1,2,1,1
17025,525.8,14122,30,11.8,98.6,0.2,0.8,0.3,0.7,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1441,42.5,28.3,416,779,822,0,25,0,5326,1,1,1,1
46041,525.7,6161,3,25.1,24.8,0.3,2.3,73.8,0.3,25.9,79.4,31.4,25.7,38.9,12.1,1701,64.9,16.2,276,287,237,0,13,97,-2222,1,1,1,1
37173,524.9,13167,25,15.5,68.2,2.4,1.8,27.3,0.3,-1111.1,80.9,26.3,-1111.1,-1111.1,8.9,2196,121.5,30.4,470,767,868,1,26,7,-2222,1,1,1,1
28123,524.9,28739,47,16,59.9,38.7,6.7,0.5,0.3,37.5,-1111.1,31.6,-1111.1,26.2,12.2,6251,17.4,31.3,821,1636,1302,0,24,2,2999522,1,1,1,1
21111,524.6,699827,1817,13.3,76.6,20,2.3,0.2,1.7,26.8,81,25.5,26.4,26.7,7.6,75734,131.9,77.4,21911,45492,37773,27,199,243,12708667,1,1,1,1
42095,524.2,287767,770,7.7,92.9,3.8,7.7,0.2,2,22.6,73.4,24.7,28.6,19.8,7.6,21848,90.7,55.6,7226,16367,15189,4,78,9,6380205,1,1,1,1
21141,523.9,27169,49,14.9,91.3,7.3,1.6,0.2,0.2,33.1,78.1,26.3,26.9,38.9,4.7,3579,44.2,25.8,815,1768,1478,0,11,2,58682,1,1,1,1
22121,523.9,21634,113,15.4,63.9,35.4,1.9,0.1,0.2,27.8,-1111.1,28.7,-1111.1,23.5,12.2,3332,37,13.9,740,1140,1180,0,27,14,625804,1,2,1,1
31071,523.8,1816,3,11.5,99.3,0,1.2,0.2,0.1,-1111.1,-1111.1,-1111.1,-1111.1,14,10.7,362,55.1,110.1,31,115,65,0,1,0,-2222,1,1,1,1
25019,523.8,10168,213,5.1,89.2,9.5,4.4,0,1.2,-1111.1,-1111.1,12.4,-1111.1,-1111.1,2.1,617,49.2,39.3,196,638,910,1,19,1,-2222,1,1,1,1
47101,523.7,11435,41,14.9,97.4,1.8,1.2,0.1,0.3,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6.5,1674,26.2,26.2,496,721,590,1,6,1,-2222,1,1,1,1
38065,523.6,1813,3,8.9,97.2,0.2,0.7,2.1,0.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,274,0,55.2,56,106,57,0,2,1,3840530,1,1,1,1
34005,523.3,450743,560,5.8,77.6,16.6,4.8,0.2,3.7,25.2,72.7,21.8,24.6,21.1,7.1,36226,81.4,51,9015,23382,22476,4,119,166,1441216,1,1,1,1
28143,523.2,10321,23,22.4,25.8,73.4,2.5,0.1,0.4,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,11.3,2246,9.7,0,468,564,476,0,9,3,843,1,1,1,1
