FIPS,Cancer_Incidence,Population_Size,Population_Density,Poverty,White,Black,Hispanic,Native_American,Asian,No_Exercise,Few_Fruit_Veg,Obesity,High_Blood_Pres,Smoker,Diabetes,Uninsured,Prim_Care_Phys_Rate,Dentist_Rate,Unemployed,Major_Depression,Recent_Drug_Use,Ecol_Rpt,Salm_Rpt,Shig_Rpt,Toxic_Chem,Sulfur_Dioxide_Ind,Ozone_Ind,Particulate_Matter_Ind,Lead_Ind,a_ccl4,a_cl_ln,a_cn_ln,a_diesel_ln,a_eox_ln,a_pb_ln,a_pm10_mean_ln,a_pm25_mean,a_so2_mean_ln,a_no2_mean_ln,a_co_mean_ln,a_o3_mean_ln,a_teca_ln,w_112tca_ln,a_dbcp_ln,a_tdi_ln,a_2clacephen_ln,a_2np_ln,a_pnp_ln,a_ch3cn_ln,a_acetophenone_ln,a_acrolein_ln,a_acrylic_acid_ln,a_c3h3n_ln,a_sb_ln,a_benzidine_ln,a_benzyl_cl_ln,a_be_ln,a_biphenyl_ln,a_dehp_ln,a_bromoform_ln,a_cd_ln,a_cs2_ln,a_cs_ln,a_c6h5cl_ln,a_chloroform_ln,a_chloroprene_ln,a_cr_ln,a_cresol_ln,a_cumene_ln,a_dbp_ln,a_dmf_ln,a_me2_phthalate_ln,a_me2so4_ln,a_ech_ln,a_etacrylate_ln,a_etcl_ln,a_edb_ln,a_edc_ln,a_egly_ln,a_edcl2_ln,a_glycol_ethers_ln,a_hcb_ln,a_hcbd_ln,a_hccpd_ln,a_hexane_ln,a_n2h2_ln,a_hcl_ln,a_isophorone_ln,a_mn_ln,a_hg_ln,a_meoh_ln,a_mibk_ln,a_mma_ln,a_mecl_ln,a_mehydrazine_ln,a_mtbe_ln,a_nitrobenzene_ln,a_dma_ln,a_otoluidine_ln,a_pahpom_ln,a_pcp_ln,a_ph3_ln,a_p_ln,a_pcbs_ln,a_procl2_ln,a_proo_ln,a_quinoline_ln,a_se_ln,a_cl4c2_ln,a_toluene_ln,a_c2hcl3_ln,a_etn_ln,a_vyac_ln,a_vycl_ln,a_11dce_ln
47085,104.8,18212,34,12,95.8,3.2,1.2,0.2,0.4,-1111.1,-1111.1,14.2,-1111.1,-1111.1,11.1,2299,32.9,11,688,1175,922,2,15,1,38064001,1,1,1,1,0.4972802,-5.86454,-4.885302,-1.034016,-6.24693,-7.298423,10.00866,11.62876,5.49885,6.509336,6.29163,9.860491,-5.88948,-0.6911492,-13.6103,-9.056284,-15.00595,-18.72192,-12.50911,-11.59758,-12.92533,-4.533305,-15.11898,-4.778553,-13.57747,-18.48789,-10.79564,-10.63552,-11.3608,-0.2162618,-13.2883,-9.820575,-9.042856,-1.058443,-10.88228,-2.608509,-13.97303,-9.417011,-7.981538,-8.911054,-10.93744,-8.869285,-13.61491,-13.06454,-15.57797,-16.12951,-8.238797,-7.595691,-5.303871,-2.021548,-12.22415,-3.805789,-15.386,-17.78773,-18.01067,-1.875285,-15.25026,-2.643457,-10.88547,-3.295637,-7.176343,-1.272925,-3.778549,-9.717569,0.2213783,-12.25659,-4.176157,-15.60856,-11.82558,-17.74113,-5.803969,-14.58783,-10.61663,-14.65334,-8.451667,-6.82155,-10.41165,-10.84522,-9.481911,-3.449213,-0.7738463,-2.624301,-8.856151,-11.03546,-10.7974,-11.40479
21217,104.8,23754,88,16.6,93.9,5.3,1.4,0.1,0.3,37.3,80,18.8,33.2,32.4,6.8,3253,88.4,50.5,678,1578,1361,3,28,9,11396,1,1,1,1,0.4967526,-17.33245,-4.051265,-1.313126,-5.972248,-7.127232,11.49108,12.52901,6.117237,6.451223,6.237088,8.684634,-5.005956,-0.6911492,-13.60703,-8.380908,-13.97934,-17.80566,-11.44988,-10.71885,-11.57048,-4.190709,-18.40035,-5.227949,-14.44636,-18.48789,-14.46279,-10.73779,-10.93426,-0.2166414,-27.31621,-10.08274,-8.130047,-12.28833,-10.01099,-2.617605,-13.44048,-8.978971,-6.263683,-8.183601,-11.88962,-7.686969,-13.39229,-16.28687,-15.05809,-16.00712,-7.245914,-7.516304,-5.071181,-4.315778,-10.53441,-3.331286,-14.70678,-16.76854,-17.09775,-2.783427,-14.45185,-3.301564,-6.991934,-6.870914,-7.189368,-2.719735,-3.562988,-10.55501,0.2285873,-27.10555,-2.907557,-14.6922,-10.8895,-16.41642,-5.244163,-13.85365,-9.450101,-11.21733,-8.329284,-5.988783,-8.926764,-11.51781,-10.87257,-2.094304,-0.5830891,-2.128095,-11.60238,-6.644777,-9.844148,-10.44653
51580,104.8,6205,1094,12.7,83.2,14.5,1,0.4,1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,727,80.6,48.3,159,359,272,0,0,0,4347425,1,1,1,1,0.5676168,-4.770698,-4.106372,-0.3769187,-6.212554,-5.713741,13.68941,12.0324,6.159743,6.927236,7.171658,9.083332,-4.718455,-6.907755,-12.98536,-7.510723,-31.70556,-17.11944,-10.64877,-10.323,-11.33101,-3.65044,-13.34269,-6.108152,-9.929956,-14.74313,-14.06715,-10.10221,-9.912566,-0.2165496,-27.31621,-7.818799,-7.800371,-13.80008,-7.805064,-0.8224375,-13.02297,-5.897522,-5.378464,-7.884706,-11.05355,-7.759247,-12.49385,-15.91845,-14.68551,-15.60837,-12.72079,-6.596381,-4.300796,-1.014339,-11.75078,-4.609323,-16.2232,-16.50626,-16.72929,-2.458626,-15.74177,2.53686,-10.26526,-6.167047,-7.154744,1.444194,-1.719132,-9.736599,0.2410839,-27.10555,-3.557622,-14.31622,-10.47,-15.89409,-4.809334,-15.30894,-14.20448,-16.02464,-8.512421,-5.463655,-8.892082,-8.78332,-8.822058,-1.943285,-0.0492273,-2.092878,-10.52057,-9.885673,-6.432847,-5.513783
21011,104.6,11626,42,18.5,97.5,1.7,0.9,0.3,0,34.6,87.2,26.8,36.7,34.3,7,1866,34.4,17.2,421,761,622,0,14,1,0,1,1,1,1,0.4967009,-16.22057,-4.875216,-1.308009,-6.297573,-7.470436,10.89308,11.71711,4.925716,6.371383,6.45366,8.533751,-5.926951,-6.907755,-13.58274,-9.821471,-16.80878,-18.78093,-12.86281,-10.03292,-13.50101,-4.387807,-17.63531,-5.402013,-13.34549,-18.48789,-12.55105,-10.62912,-11.50827,-0.2167793,-15.09112,-10.08041,-4.252533,-12.77311,-10.87269,-2.655694,-14.42099,-9.210948,-7.01797,-9.059916,-13.02237,-9.120317,-14.21589,-14.79368,-16.0274,-16.91648,-8.2231,-7.276334,-6.174767,-5.469487,-10.71902,-5.961519,-15.45592,-17.83623,-18.05951,-3.144337,-10.24815,-3.786621,-8.330326,-7.4568,-7.19093,-3.627945,-5.02654,-11.88861,0.2226632,-14.1917,-3.427758,-15.66744,-11.94227,-18.28412,-5.762205,-14.58238,-13.28749,-30.44861,-8.452805,-6.885074,-9.601349,-9.608938,-11.06892,-3.386451,-1.187874,-2.477862,-12.47241,-11.13774,-9.41876,-11.33381
21207,103.7,17020,67,19.8,98.9,0.7,0.9,0.1,0.2,42.4,85.2,27.5,30.5,29.6,7.4,2842,52.9,41.1,522,1142,908,1,23,1,3067,1,1,1,1,0.4967127,-8.673221,-4.462071,-1.496129,-6.13645,-7.197475,10.8298,12.33528,6.010006,6.402899,6.419823,8.800588,-5.957603,-0.6911492,-13.59228,-9.557626,-17.20349,-18.47709,-12.18181,-11.37587,-12.878,-4.164453,-16.82869,-5.215137,-11.32957,-18.48789,-12.89006,-10.80138,-10.34001,-0.2167483,-15.48583,-10.14116,-8.841302,-15.27211,-10.70273,-2.657053,-14.08383,-9.566896,-6.747611,-8.638429,-12.74816,-8.518435,-13.11395,-15.10557,-15.72445,-16.54512,-7.842003,-7.548409,-5.612924,-5.276107,-13.3285,-5.82646,-14.96017,-17.53516,-17.7581,-2.739561,-14.7107,-3.664317,-9.665167,-7.487514,-7.188482,-3.303152,-4.285703,-10.79275,0.2226355,-12.20734,-3.386066,-15.36375,-11.6228,-17.66053,-5.275344,-14.08404,-10.2463,-12.00325,-8.381948,-6.799106,-9.342105,-11.58245,-10.75945,-3.320829,-0.7086707,-2.31728,-9.693036,-7.251992,-11.96565,-11.18753
18115,103.5,5874,68,7,99.1,0.6,0.4,0.1,0.2,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,494,0,17,164,409,257,2,3,1,-2222,1,1,1,1,0.4968561,-8.398607,-3.701539,-0.4811864,-5.81742,-6.704304,11.89424,10.92597,5.115216,6.622461,6.134977,8.512636,-5.403343,-0.6911492,-13.6103,-7.103645,-14.02481,-15.36928,-11.21456,-9.333112,-11.57529,-3.600722,-12.86158,-4.990004,-7.786304,-18.48789,-9.53913,-9.989527,-7.27534,-0.2167005,-12.30716,-9.490563,-7.263775,-10.96256,-5.60838,-2.565375,-12.57467,-6.970999,-5.460298,-7.447227,-4.838028,-7.554929,-7.791805,-12.06421,-12.57257,-14.42505,-6.739081,-7.245204,-5.36499,-2.390098,-10.52451,-3.499974,-14.48538,-16.01306,-16.23626,-0.6934144,-13.20735,0.2985947,-9.050891,-6.145867,-7.058973,-1.554771,-2.534077,-6.385546,0.2476804,-11.49999,-2.685653,-13.89034,-10.47406,-16.48668,-4.856002,-13.60679,-11.20951,-16.64655,-8.287252,-6.287044,-8.160063,-9.35773,-8.630574,-2.816975,0.0357829,-1.992275,-6.705529,-9.805728,-7.523268,-9.943484
54043,103.5,22374,51,21.4,99.4,0,0.5,0.1,0.1,30.5,85.2,32.4,28.6,38.9,11,3756,13.4,17.9,506,1659,932,2,11,1,-2222,1,1,1,1,0.4967649,-6.406805,-4.326634,-1.464106,-5.427074,-7.288112,15.1153,13.08719,6.32153,6.706223,6.861049,9.022779,-5.890181,-6.907755,-13.48811,-9.804461,-15.00757,-15.96997,-12.11458,-10.23299,-12.46443,-4.196879,-10.46195,-5.489434,-12.15741,-17.47451,-9.088095,-10.53619,-9.93813,-0.2167109,-13.08935,-9.772745,-8.250785,-12.11157,-5.613534,-2.628637,-13.92236,-9.029131,-6.428016,-8.019224,-9.031486,-9.426928,-13.49746,-12.07479,-13.38447,-9.505238,-9.981024,-7.190702,-5.674111,-4.42029,-10.13225,-3.26161,-15.09219,-17.35908,-17.58222,-3.020153,-12.27979,-0.358682,-8.54924,-7.236501,-7.167437,-3.026052,-2.943475,-8.434041,0.223006,-11.92277,-3.544356,-15.19368,-11.46581,-13.18001,-5.097093,-14.22673,-14.89143,-16.17143,-8.402482,-6.217381,-7.318894,-8.726978,-8.872803,-3.437161,-0.9277446,-3.118297,-8.762985,-7.969678,-9.001475,-10.65874
48315,103.4,10952,29,21.2,74.8,22.9,3.7,0.9,0.2,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2151,9.1,9.1,285,608,444,0,2,4,28713,1,1,1,1,0.4967457,-6.926629,-4.678253,-1.545405,-4.853726,-7.370629,8.853886,10.7965,5.390117,7.671725,5.8914,9.137846,-5.91887,-0.6911492,-10.85635,-8.951546,-14.71369,-16.49262,-13.03193,-5.072954,-5.830562,-3.941626,-16.9835,-6.631049,-11.75776,-13.35455,-10.50088,-10.49866,-11.92641,-0.2166866,-12.99604,-9.928328,-8.827272,-10.81163,-10.22424,-2.611655,-13.82523,-9.325827,-6.705288,-8.300483,-9.661281,-7.879066,-8.852795,-12.77852,-9.70785,-16.38644,-6.925688,-7.350325,-5.258312,-3.904755,-8.818124,-5.660491,-14.92554,-20.49588,-20.71892,-2.953047,-14.27458,-3.366273,-10.91513,-6.896654,-7.141455,-2.559383,-3.946356,-8.313772,0.2295081,-12.21425,-4.078406,-15.81387,-12.10922,-18.37419,-5.643232,-14.24441,-10.07671,-30.44861,-8.405236,-6.849473,-9.257726,-11.48485,-9.635463,-3.408782,-1.045046,-4.064742,-10.26923,-8.234287,-8.480634,-10.78215
21097,103.2,18527,60,12.7,96.6,2.3,1.6,0.3,0.3,-1111.1,85.9,-1111.1,-1111.1,-1111.1,3.1,2182,75.6,32.4,540,1218,1009,0,11,3,63175,1,1,1,1,0.4967523,-12.95428,-4.384922,-0.9262738,-6.142521,-7.089192,12.41264,10.76308,5.240458,6.59956,6.313319,8.491193,-5.506086,-1.465338,-13.6081,-8.402044,-16.21917,-17.828,-12.23574,-7.64852,-12.855,-4.159565,-14.9172,-5.273167,-10.65674,-18.48789,-11.94278,-10.28703,-10.66185,-0.2167733,-14.50151,-9.874293,-7.012482,-12.4539,-9.965731,-2.62593,-13.38359,-8.88186,-6.425933,-7.952662,-8.690352,-8.232973,-13.68439,-14.17783,-12.70942,-15.70254,-7.476307,-7.248192,-5.447094,-4.320162,-10.49739,-4.349898,-15.17964,-16.97683,-17.19985,-2.889611,-11.72731,-3.110239,-10.50058,-7.175549,-7.182947,-2.397022,-2.881315,-11.2234,0.2237981,-11.55097,-2.955248,-14.80771,-11.04603,-16.99075,-5.406541,-14.31017,-12.93861,-20.27662,-8.41902,-6.262513,-8.808811,-9.652475,-10.43823,-3.194899,-0.7509189,-2.227653,-8.728994,-11.0778,-9.111775,-10.53758
54047,103.2,24273,45,32.4,88.7,10.6,0.5,0.1,0.1,39,80.6,31,44.9,31.5,15.5,5552,61.8,8.2,558,1822,1008,1,5,1,6,1,1,1,1,0.4967169,-14.86057,-4.321019,-1.543873,-6.027915,-7.252945,11.3724,12.41498,5.663092,6.628731,7.038703,8.918922,-4.890567,-0.6911492,-13.20459,-10.00183,-18.63052,-16.09897,-12.53293,-11.40646,-12.95125,-4.600063,-19.86884,-5.897771,-12.66608,-15.83426,-14.03325,-10.3558,-9.867965,-0.2165021,-16.94909,-9.974198,-8.895118,-13.81214,-5.739439,-2.643562,-14.17257,-9.058192,-7.044483,-8.872096,-12.56641,-9.749057,-13.72391,-16.20929,-15.79179,-16.72877,-11.79515,-7.424466,-5.06697,-4.797935,-12.01229,-4.420683,-14.73801,-17.60203,-17.82515,-3.339502,-13.94266,-2.891116,-9.810607,-7.361787,-7.176986,-3.237024,-3.194586,-11.00375,0.2225026,-14.45198,-3.648566,-15.43125,-11.6907,-17.78782,-5.228476,-13.90775,-13.87266,-14.96929,-8.341874,-5.706927,-9.003016,-9.432432,-9.979383,-3.10072,-0.5645143,-3.393391,-9.977227,-11.17377,-10.51895,-11.22616
17181,102.9,18202,44,13.7,97.6,1,3.5,0.5,0.4,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,10,2337,87.9,27.5,542,1014,1077,1,20,1,500,1,1,1,1,0.4967035,-8.24022,-4.635608,-0.8616495,-5.526169,-5.013473,11.57977,9.866658,4.263687,6.216973,5.878478,8.303591,-5.054029,-0.6911492,-13.61028,-11.80311,-15.36404,-15.92078,-12.1914,-11.46294,-10.04853,-4.416426,-13.82537,-6.006445,-11.99728,-18.48789,-10.60053,-10.65415,-10.69979,-0.2160881,-13.6462,-9.905887,-9.5497,-12.11689,-5.29372,-2.615723,-13.34294,-9.397569,-7.224198,-8.215562,-11.11293,-8.011883,-12.35385,-13.43085,-15.14376,-14.72217,-7.604419,-7.760453,-4.921374,-2.775053,-10.30958,-5.196368,-13.37186,-18.87358,-19.16542,-2.633254,-14.48531,-2.650725,-9.574103,-4.74397,-7.168351,-2.212802,-4.135701,-8.952648,0.2264187,-12.70883,-4.142565,-16.66186,-10.98946,-17.82511,-4.642312,-16.2706,-10.46007,-30.44861,-8.468388,-6.09448,-9.541899,-11.95792,-10.77411,-3.256174,-0.8878192,-2.66153,-9.55109,-9.196552,-9.215911,-11.93586
29221,102.9,24032,32,18.3,95.5,2.7,1,0.7,0.2,33.1,89.4,29.3,-1111.1,34.3,8.8,3807,12.5,8.3,884,1574,1165,0,33,3,606,1,1,1,1,0.4967415,-8.845358,-4.212977,-1.549184,-5.803548,-4.894744,6.934147,9.753045,4.556077,6.484774,5.897646,8.511056,-5.361623,-0.6911492,-13.59068,-9.195291,-16.29329,-17.8128,-12.07622,-10.7225,-10.73848,-4.599643,-17.13362,-6.404423,-8.832518,-18.48789,-12.0045,-10.62037,-8.930129,-0.2157189,-14.57563,-8.566825,-5.958639,-13.00863,-9.772236,-2.650454,-13.41901,-9.399158,-7.66755,-8.400726,-11.91726,-6.834044,-13.26577,-14.23231,-12.06809,-15.96007,-7.506508,-7.822537,-4.560479,-3.768103,-11.36011,-5.598993,-14.70853,-16.88476,-17.10819,-3.331802,-13.43383,-3.179657,-8.051653,-7.499646,-7.18609,-2.888325,-2.94135,-10.56938,0.2229555,-14.12785,-3.768513,-14.6995,-10.88026,-16.49223,-4.52667,-13.85785,-10.26107,-10.19332,-8.329498,-6.376031,-9.604161,-13.00307,-10.78189,-3.486285,-1.274529,-2.946661,-9.604547,-10.61573,-9.837103,-10.49731
29181,102.7,13851,22,19.1,97.1,0.1,1.3,1.3,0.4,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,12.7,2670,43.3,14.4,391,923,649,0,9,5,-2222,1,1,1,1,0.4966929,-15.3688,-4.926346,-1.751,-5.989551,-7.602971,5.438039,10.69909,3.523504,5.725397,5.876151,7.520014,-5.975576,-0.6911492,-13.52334,-11.10993,-31.70556,-18.96815,-12.81062,-11.82953,-12.17201,-5.011047,-16.68226,-6.667277,-14.21674,-18.48789,-15.5745,-10.91399,-11.18868,-0.2161674,-27.31621,-10.14411,-8.679072,-12.00605,-11.15387,-2.663532,-14.4544,-9.648775,-8.32662,-9.497808,-12.91158,-8.952635,-14.11132,-17.45115,-16.22153,-16.86434,-8.419211,-7.925295,-5.758221,-5.242563,-12.24011,-6.064557,-15.3539,-18.03891,-18.26208,-3.968829,-15.77558,-4.247676,-9.843561,-7.516197,-7.194777,-2.213529,-3.994188,-11.64135,0.2211713,-27.10555,-5.136641,-15.85469,-12.04734,-17.76262,-5.234371,-14.51945,-10.76376,-30.44861,-8.440539,-7.52465,-10.47331,-11.4837,-13.32225,-3.488041,-1.743623,-3.467895,-12.31943,-11.50861,-10.86023,-11.63597
21109,102.7,13618,39,22.7,99.4,0.1,0.5,0.2,0,43.9,87.6,35.8,-1111.1,41.6,6.9,2670,14.7,14.7,379,889,753,0,7,0,-2222,1,1,1,1,0.4967179,-10.56627,-4.441656,-1.512112,-6.211941,-7.545897,14.39253,12.68928,5.191644,6.507947,6.360754,8.533807,-5.942102,-0.6911492,-13.54936,-9.132998,-18.51776,-18.38313,-12.94322,-11.22732,-11.29014,-4.071621,-10.0899,-5.473514,-11.66845,-18.48789,-13.91754,-10.81501,-11.39126,-0.2167528,-17.05295,-10.17141,-8.728143,-13.20577,-10.59437,-2.646622,-14.07073,-9.542312,-6.622832,-8.773046,-12.83932,-8.639931,-13.99989,-16.01685,-12.44308,-16.16312,-7.764302,-7.480192,-6.153352,-4.914861,-11.3538,-5.928703,-15.00832,-17.43089,-17.65413,-3.286131,-11.97724,-3.887905,-14.52129,-7.50069,-7.191272,-3.090656,-4.599909,-9.250079,0.2228527,-13.99539,-3.061705,-15.26926,-11.58392,-18.03183,-5.351726,-14.14267,-16.69613,-16.84406,-8.389515,-7.09652,-9.214225,-10.7488,-11.27523,-3.325459,-1.223854,-2.505419,-10.81328,-10.87943,-9.48867,-11.04037
47005,102.5,16467,42,15.7,96.8,2.2,1.2,0.4,0.3,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,10.3,2634,24.3,18.2,562,1090,832,0,15,3,-2222,1,1,1,1,0.4970953,-5.923751,-4.235595,-1.053015,-6.211363,-6.697172,10.0743,11.84123,5.216205,6.479452,6.306707,9.230047,-5.251371,-0.6911492,-13.6103,-11.43962,-15.18254,-18.05379,-11.62439,-10.95855,-12.22737,-4.266274,-16.28187,-4.874513,-13.66354,-18.48789,-10.95891,-10.67299,-10.81424,-0.2156114,-13.46489,-10.05767,-8.405308,-0.8916647,-10.28281,-2.619178,-13.60973,-9.490201,-7.886885,-8.294235,-12.26581,-8.19503,-14.18975,-13.22035,-14.68096,-16.08229,-7.725559,-7.630785,-5.03414,-3.901075,-11.61983,-4.537549,-14.65513,-17.12604,-17.34916,-2.158303,-15.48377,-2.685123,-11.49652,-4.195041,-7.177231,-2.462715,-4.287478,-11.15236,0.222191,-12.76554,-3.203955,-14.94024,-11.12121,-16.82366,-5.143569,-13.81142,-20.83974,-10.69922,-8.326856,-6.265829,-9.87117,-10.79822,-9.716437,-3.327724,-0.6366731,-2.812099,-8.825377,-11.35394,-8.448614,-10.73893
21177,102.4,31548,66,17.3,94.7,4.7,0.8,0,0.1,36.5,81.9,32.9,27.7,27.8,9.3,4585,53.9,25.4,1135,2119,1731,2,13,2,9820289,1,1,1,1,0.4967335,-10.42813,-4.362797,-1.351642,-5.859018,-6.993743,12.01378,12.40572,5.572411,7.217051,6.276061,8.95346,-5.072716,-0.6911492,-13.6103,-9.3518,-14.35273,-18.07859,-11.82277,-10.93734,-11.87022,-4.401838,-14.27693,-5.162683,-12.76157,-18.48789,-10.14235,-10.45818,-10.98268,-0.2164752,-12.63508,-9.891081,-8.262132,-7.134449,-9.833529,-2.556686,-13.27322,-9.09038,-6.884814,-8.862185,-12.12006,-8.09117,-14.06826,-12.41152,-15.24907,-10.94561,-7.470255,-7.524561,-4.959535,-3.436686,-8.58546,-6.532092,-15.05499,-17.14771,-17.37089,-3.238616,-15.72104,-2.131024,-10.31381,-7.395769,-7.167613,-2.254408,-4.681325,-10.71101,0.224336,-11.90816,-3.19231,-14.9652,-11.16312,-16.952,-5.221188,-14.18906,-9.2505,-30.44861,-8.394664,-6.125098,-7.81039,-11.75921,-8.964992,-2.674415,-0.5242656,-2.170961,-7.877513,-9.261957,-7.602077,-9.770857
21103,102.3,15903,55,12.8,95.2,3.5,2.7,0.3,0.4,-1111.1,89.5,-1111.1,-1111.1,-1111.1,8.3,2004,37.7,31.4,462,1029,854,1,21,21,277417,1,1,1,1,0.4967234,-8.401649,-4.421752,-0.8554997,-5.986998,-7.247656,11.15887,11.01342,5.343251,6.606821,5.768862,8.453761,-5.851872,-6.907755,-13.6103,-8.685925,-14.96584,-17.95116,-12.26279,-8.548325,-12.70773,-4.177098,-16.13,-5.158978,-7.806067,-18.48789,-10.75057,-10.38505,-8.018539,-0.2167428,-13.24819,-9.929752,-8.426912,-10.56001,-7.969487,-2.631286,-7.688949,-7.685688,-5.72621,-7.608718,-10.57546,-8.488568,-11.30138,-13.01669,-13.47341,-14.74388,-7.622572,-7.329002,-5.645833,-3.70271,-8.500914,-4.529236,-14.99115,-17.35201,-17.57492,-1.335941,-13.00005,-2.50568,-10.56787,-6.993038,-7.151518,-2.518985,-4.235858,-9.870331,0.23496,-12.06243,-2.564294,-15.18092,-11.44039,-17.57552,-5.396255,-13.80436,-14.73808,-16.57794,-8.387612,-6.76151,-9.137226,-10.36549,-9.769325,-3.289816,-0.8744791,-1.979335,-9.675473,-10.43237,-3.637494,-10.30672
17127,102,15348,64,13.2,92.8,6.1,1.1,0.1,0.2,-1111.1,-1111.1,13,-1111.1,-1111.1,6.1,1838,32.6,32.6,392,848,888,2,49,3,815022,1,1,1,1,0.4985562,-4.787755,-4.019027,-0.7109278,-5.692767,-3.04657,14.2195,12.15187,4.885285,6.612928,6.049148,8.512506,-4.676347,-0.6911492,-13.6103,-9.374121,-13.97841,-13.18759,-10.76651,-9.036155,-11.06329,-3.946903,-9.793425,-5.685629,-12.04268,-18.48789,-9.55157,-10.45426,-10.08926,-0.2161711,-12.26048,-9.527811,-8.351842,-12.3545,-5.12351,-2.475128,-12.13613,-9.014084,-6.945292,-7.778554,-10.81576,-7.216727,-9.088046,-12.04193,-14.2544,-8.824212,-6.961005,-6.526313,-4.551867,-0.910812,-10.28814,-4.55703,-14.58946,-15.83942,-17.37389,-2.020624,-15.20851,-1.810664,-8.990471,-2.826144,-7.102884,-0.5775039,-2.865809,-7.913038,0.2284042,-11.32358,-3.188845,-14.70333,-10.05126,-16.57467,-4.850925,-14.80422,-10.29349,-13.48827,-8.405475,-5.738437,-8.725222,-11.70073,-9.033447,-3.120883,-0.2609084,-2.235368,-9.305841,-5.040998,-5.659206,-10.67203
47073,102,56196,115,14.1,97.4,1.7,0.8,0.1,0.3,42.1,70.3,18.3,27,24.6,10.1,6274,40.9,16,1555,3647,2824,2,26,4,1716495,1,1,1,1,0.4968226,-5.776386,-3.675941,-1.16358,-5.803034,-6.609843,13.73419,12.39067,6.091443,7.37536,6.928157,8.843034,-4.853722,-0.6911492,-13.32542,-5.100952,-14.822,-8.996088,-11.50321,-9.765707,-10.80835,-3.673021,-11.28587,-5.642222,-8.228214,-18.00978,-10.30488,-10.58202,-6.088839,-0.2163214,-12.37823,-9.344304,-1.363491,-8.212099,-9.411118,-2.508649,-11.13841,-8.622776,-6.131374,-5.56164,-8.806854,-6.924809,-8.286355,-11.51957,-14.62757,-12.93273,-6.887218,-7.524388,-5.054317,-1.984343,-8.62914,-4.827045,-14.41367,-16.4396,-16.66267,-2.168447,-14.60297,-1.432575,-10.21453,-6.929697,-7.169578,-0.8675723,-3.14889,-8.198317,0.2290366,-11.7335,-3.087832,-14.26498,-10.49928,-11.27507,-4.798382,-13.61706,-10.516,-30.44861,-8.289284,-5.827011,-8.968207,-11.4238,-8.992856,-2.965487,0.1972356,-2.838595,-8.526727,-10.3177,-7.609799,-9.789507
21043,101.9,27306,67,20.4,98.9,0.2,0.6,0.3,0.2,37.7,87.4,31,30.9,35.5,9,4505,29.3,29.3,1161,1793,1555,1,12,2,117981,1,1,1,1,0.4967249,-5.82499,-4.338905,-1.062474,-6.315536,-7.074801,14.75097,12.76784,5.44277,6.791626,6.612484,8.760089,-5.354581,-1.208985,-13.5664,-9.616457,-16.5034,-17.62093,-12.11625,-11.14714,-9.943976,-3.92754,-10.39522,-5.400963,-12.21529,-18.48789,-12.23013,-10.43622,-10.76718,-0.2167639,-14.78576,-9.892551,-8.605932,-13.21589,-8.477685,-2.646193,-13.79085,-9.1302,-6.818039,-5.915469,-7.663469,-8.530167,-14.09048,-14.4694,-15.51919,-16.2106,-7.795844,-7.183256,-5.390773,-4.75228,-11.61521,-6.185985,-15.00257,-17.33053,-17.5537,-2.820427,-10.43066,-1.537068,-12.46429,-5.644116,-7.182868,-3.136965,-4.827724,-11.67839,0.2251878,-12.02676,-2.809391,-15.157,-11.37359,-16.29469,-5.208082,-14.14043,-13.54238,-14.00801,-8.39025,-6.000934,-9.084881,-8.807877,-10.83485,-3.061983,-0.3003024,-2.719898,-10.9884,-11.35653,-9.747092,-10.92083
29129,101.7,3595,8,12.1,98.9,0.2,0.4,0.8,0.1,-1111.1,-1111.1,-1111.1,-1111.1,23.1,11.1,418,27.8,0,79,245,166,0,8,1,0,1,1,1,1,0.4966722,-30.69147,-6.449987,-1.611227,-6.532147,-7.640546,9.099376,9.340968,4.808025,6.218171,5.784844,8.198668,-5.971467,-0.6911492,-12.00235,-11.93272,-31.70556,-20.49119,-15.04602,-13.38052,-15.78294,-5.68717,-25.61662,-6.66566,-19.70548,-16.10081,-17.12237,-10.9706,-10.49199,-0.2168656,-27.31621,-10.23897,-10.86334,-16.57708,-12.72387,-2.679461,-16.12799,-9.722256,-9.717373,-10.83311,-14.67735,-10.50093,-15.65121,-18.96685,-17.74137,-18.69761,-9.893586,-8.063005,-6.08146,-6.914683,-14.73479,-4.289698,-16.89998,-19.55497,-19.77819,-4.702203,-15.91289,-5.902784,-14.84223,-7.533715,-7.195252,-5.278354,-5.561903,-13.31943,0.2201428,-14.67276,-6.143395,-17.37776,-13.6111,-19.61902,-7.177675,-16.122,-11.00047,-30.44861,-8.541472,-7.652124,-11.95707,-14.0005,-14.66388,-3.494785,-2.3483,-3.909523,-13.85987,-13.06682,-12.77446,-13.19324
